video_id,group,topic,title,description,tags,category_id,published_at,duration,view_count,like_count,comment_count,duration_sec,tags_parsed
wC04Nx7MhtM,Music,HipHop,???????????????? 듣자마자 느낌 좋은 재즈힙합 | Lo-Fi Jazz Boom Bap,"느좋 재즈힙합입니다.


?? 이 채널의 모든 곡들은 GROOVE HIPPO 주인장이 직접 고민하고, 신중하게 골라 담았습니다.
여러분의 시간을 채워줄 좋은 음악이 되길 바랍니다.

작은 채널에 귀 기울여 주셔서 진심으로 감사드립니다.
여러분의 구독과 좋아요는 더 좋은 음악을 만드는 큰 힘이 됩니다. ??

?? 타임라인
00:00 Mother’s Mirror
03:09 Sunday and Sunday
06:26 1999
09:40 Gorilla
12:30 Official Spot
15:11 Real Oasis
18:20 Gold School",재즈힙합|재즈붐뱁|Jazz Boom Bap|East Coast Hip-Hop|Old School Rap|Study Music|Lounge Vibes|Lo-Fi Jazz Rap|감성힙합,10,2025-10-06T07:18:19Z,PT21M21S,332258,7105,120,1281,재즈힙합 재즈붐뱁 Jazz Boom Bap East Coast Hip-Hop Old School Rap Study Music Lounge Vibes Lo-Fi Jazz Rap 감성힙합
6CviqBgWaDc,Music,HipHop,"홍대힙클 디제이가 추천해주는 제일 잘나가는 국힙 (Trap,Rage) MixSetㅣ Sik-K, Lil Moshpit, Potty Monkey(포티몽키), 노윤하, Tray B","TimeLine
0:00 LOV3 (Feat. Bryan Chase, Okasian) lovelovelove Intro - Sik-K, Lil Moshpit
04:09 Super Star - Tray B
06:33 Seoul To Osaka (feat. Tray B, GOATKEKE) - POLODARED
08:14    25 (Feat. 양홍원) - 키드밀리 (Kid Milli)
11:00 SELF HATE (Feat. 호미들) - Sik-K, Lil Moshpit
14:25 LALALA (Snitch Club) - Sik-K, Lil Moshpit
17:28 KC2 (Feat. JMIN, HAON) - Sik-K, Lil Moshpit
20:32 PUBLIC ENEMY (Feat. 노윤하, Wuuslime) - Sik-K, Lil Moshpit
23:41 Yooooo (Feat. 키드밀리, sokodomo, Polodared) - Lil Moshpit
26:30 BAMN (Prod. millic) - 펀치넬로 (punchnello), 짱유 (JJANGYOU), ZENE THE ZILLA, Mckdaddy
27:39 ALL4MYSELF (Feat. YUNHWAY, Tommy Strate, Jito Mo, Jvcki Wai) - Lil Cherry
29:15 Fadeaway - Jvcki Wai, 쿠기 (Coogie), 팔로알토 (Paloalto), The Quiett, 뱃사공
30:21 MAPSI (맵시) -CAMO
32:38 No One Likes Us (Prod. 그냥노창) - 스윙스, 그냥노창, 블랙넛 (Black Nut), 다민이 (DAMINI)
33:50 The Purge - Jay Park, pH-1, BIG Naughty , Woodie Gochild, HAON, TRADE L, Sik-K
37:30 남자니까 - Potty Monkey (포티몽키)

#홍대클럽 #힙합클럽 #힙합",#외힙|#믹셋|#힙합믹셋|#힙합|#playlist|hongdae|홍대|홍대클럽|클럽|힙클|힙합클럽|힙합,10,2025-05-29T11:02:09Z,PT40M21S,242949,3857,136,2421,#외힙 #믹셋 #힙합믹셋 #힙합 #playlist hongdae 홍대 홍대클럽 클럽 힙클 힙합클럽 힙합
53jwnH45LXY,Music,HipHop,[Playlist]  춥다고 운동을 안해??? 미친거 아니야???? 빡센 힙합 플레이리스트?? 운동할때 듣는 음악 ?? 헬스 음악????♂? 쇠질할때 듣기 좋은 노래 헬스장 플리,"??드디어 제 음악이 Apple Music, Spotify, YouTube Music 에 정식 업로드되었습니다!??
여러분의 운동, 에너지가 필요할 때 언제든 편하게 들어주세요.
이 영상의 음악과 이미지는 AI를 활용해 직접 제작되었습니다.
?? 지금 들어보기

?? Apple Music → https://music.apple.com/us/artist/%ED%94%8C%EB%A6%AC%EC%8F%98%EA%B5%BFplaylist-sogood/1844152742

?? Spotify → https://open.spotify.com/artist/1gUN2IQbHta011PkcTCUgI

?? YouTube Music →  https://music.youtube.com/channel/UCXrA7mFYMZR1_Fmf3ckDuqw

?? 채널 멤버십 혜택  
?? 배경화면 제공 (스마트폰 & PC)  
?? 창작 활동 직접 후원  
?? 새로운 음악과 플레이리스트 소식 가장 먼저 확인  

?? 구독 & 좋아요는 새로운 한계를 돌파할 힘이 됩니다! 


?TIME STAMP?
Track 01. Drop the Limit 00:00
Track 02. Unshaken Path (RMX) 03:34
Track 03. Cut Through the Line 06:32
Track 04. Outrun the Night 09:30
Track 05. Unstoppable Pace 12:18
Track 06. STEP IN THE FLAME 15:34
Track 07. Make the Floor Shake 17:26
Track 08. Burn Through the Noise (RMX) 20:46
Track 09. We Run This Party 23:52
Track 10. Push Past Everything 26:56
Track 11. No Mercy for Weakness 30:03
Track 12. Anything for Payback 33:02
Track 13. Unshaken Path 36:10
Track 14. Burn Through the Noise 39:16
Track 15. Make the Floor Shake (RMX) 42:18
Track 16. No Excuse Left 45:31
Track 17. Keep It Moving 48:26
Track 18. Don’t Slow Me Down 50:59



#edm #힙합 #운동할때듣는음악 #헬스플리 #헬스음악 #플리쏘굿 #근육자극플리",운동플리|운동 플리|운동플레이리스트|운동 플레이리스트|운동할때듣는음악|헬스플리|헬스 플리|헬스플레이리스트|헬스 플레이리스트|힙합 플리|힙합플레이리스트|힙합 플레이리스트|힙합운동플리|힙합 운동플리|힙합 운동플레이리스트|힙합헬스플리|힙합 헬스플리|힙합헬스음악|힙합 헬스음악|헬스장노래|헬스장 노래|헬스장플리|헬스장 플리|헬스장플레이리스트|헬스장 플레이리스트|힙합운동음악|힙합 운동음악|운동힙합|운동 힙합|헬스힙합|헬스 힙합|힙합운동|힙합 운동|힙합헬스|힙합 헬스|강한운동플리|강한 운동플리|플리쏘굿|플리 쏘굿|플리쏘굿운동|플리쏘굿 운동|플리쏘굿힙합|플리쏘굿 힙합|플리쏘굿헬스|플리쏘굿 헬스|헬스|운동|크로스핏|복싱|러닝|런닝|헬스할때 듣는음악|운동할때 듣는음악|운동할때 플레이리스트|헬스할때 플레이리스트|운동할때|헬스할때|러닝할때|런닝할때|운동음악|운동 음악|빠른 음악|빠른노래|노래|음악,10,2025-12-03T09:00:15Z,PT53M40S,40403,282,33,3220,운동플리 운동 플리 운동플레이리스트 운동 플레이리스트 운동할때듣는음악 헬스플리 헬스 플리 헬스플레이리스트 헬스 플레이리스트 힙합 플리 힙합플레이리스트 힙합 플레이리스트 힙합운동플리 힙합 운동플리 힙합 운동플레이리스트 힙합헬스플리 힙합 헬스플리 힙합헬스음악 힙합 헬스음악 헬스장노래 헬스장 노래 헬스장플리 헬스장 플리 헬스장플레이리스트 헬스장 플레이리스트 힙합운동음악 힙합 운동음악 운동힙합 운동 힙합 헬스힙합 헬스 힙합 힙합운동 힙합 운동 힙합헬스 힙합 헬스 강한운동플리 강한 운동플리 플리쏘굿 플리 쏘굿 플리쏘굿운동 플리쏘굿 운동 플리쏘굿힙합 플리쏘굿 힙합 플리쏘굿헬스 플리쏘굿 헬스 헬스 운동 크로스핏 복싱 러닝 런닝 헬스할때 듣는음악 운동할때 듣는음악 운동할때 플레이리스트 헬스할때 플레이리스트 운동할때 헬스할때 러닝할때 런닝할때 운동음악 운동 음악 빠른 음악 빠른노래 노래 음악
rxHFaOcGHmw,Music,HipHop,???????????????? | 히트곡을 찢어발랐다 질주본능!!?? 역대급 트랩 리믹스 | Hit Trap Remix Explosion??,"역대급 인기 트랩 히트곡 ?? Royal Trap 리믹스 플레이리스트!
강렬한 비트와 바운시한 랩 플로우로 오늘 하루도 질주해!!????
(드라이브, 운동, 작업 BGM으로 딱! ??)
Epic Hit Trap Remix Playlist ?? Royal Trap Edition!
Powerful beats and bouncy rap flows to keep you running all day!! ????
perfect for driving, gym, or vibing out. ??
Feel the flow. Move your body. Stay hyped.


Subscribe http://www.youtube.com/@melody_log7  
구독과 좋아요, 댓글은 큰 힘이 됩니다.??

?? Track
00:00:00 Basswarp
00:02:08 Vive Breaker
00:03:57 Dropnova
00:05:59 Trap Ignition
00:08:07 Speed Faction
00:10:12 Swag Conquest
00:12:13 Shadow Swagger
00:14:22 Velocity Vibe
00:17:46 Apex Rush
00:19:08 Beatforge
00:21:34 Flowburst
00:23:35 Cipher Blaze
00:25:09 Replay-


?? All tracks created by @melody_log7,
brought to life with the help of AI magic.

?? Copyright melody_log7. All rights reserved


#hiphop #trapmusic #외국힙합 #workoutplaylist #808 #hiphopplaylist #하드랩플레이리스트 #Hiphopmix #rapflow #트랩 #드릴 #랩플로우 #트랩힙합 #드릴힙합 #Trapdrill #랩플레이리스트 #헬스장음악 #매장플리 #편집샵플레이리스트 #편집샵플리 #매장음악 #편집샵음악 #감각적플레이리스트 #popplaylist #기분좋은음악 #드라이브음악 #퇴근송 #출근송 #기분전환음악 #playlist #플리 #플레이리스트 #음악감상 #song #music #음악 #music #cafemusic #노래추천  #rhythm #groove #편집샵 #여행 #휴가 #운동플리 #운동음악 #海外ヒップホップ #トラップミュ?ジック #エナジ?ソング #Ausl?ndischerHipHop #HipHopDeutschland #gymplaylist #fitnessplaylist #usrap #외힙 #힙합플리 #rhythmicmusic #리듬 #드라이브 #드라이브뮤직 #퇴근길음악 #출근길음악 #노동요 #work #신나는 #workout #edm #beatdrop #drillbeats #trapflow #swag #hardtrap #trapplaylist",플레이리스트|플리|Playlist|음악|music|song|카페 음악|편집샵 음악|카페 플리|편집샵 플리|매장 플리|hiphop playlist|trap music|외국힙합|Workout music|808 베이스|808base|하드랩 플레이리스트|hiphop mixset|Rapflow|trap|drill|트랩|드릴|랩듀오|랩플로우|rap playlist|Workout playlist|헬스장음악|에너지 음악|운동플리|海外ヒップホップ|トラップミュ?ジック|エナジ?ソング|Ausl?ndischerHipHop|HipHopDeutschland|gym playlist|Fitness playlist|nyc trap hiphop|외힙 플리|힙합 플리|노동요|신나는 음악|swag|drive playlist|드라이브 힙합|웨이트 음악|유산소 음악|코딩 음악|코딩 플리|작업 음악|질주본능|간지 힙합|쇠질,10,2025-08-11T13:41:31Z,PT50M16S,534625,8850,277,3016,플레이리스트 플리 Playlist 음악 music song 카페 음악 편집샵 음악 카페 플리 편집샵 플리 매장 플리 hiphop playlist trap music 외국힙합 Workout music 808 베이스 808base 하드랩 플레이리스트 hiphop mixset Rapflow trap drill 트랩 드릴 랩듀오 랩플로우 rap playlist Workout playlist 헬스장음악 에너지 음악 운동플리 海外ヒップホップ トラップミュ?ジック エナジ?ソング Ausl?ndischerHipHop HipHopDeutschland gym playlist Fitness playlist nyc trap hiphop 외힙 플리 힙합 플리 노동요 신나는 음악 swag drive playlist 드라이브 힙합 웨이트 음악 유산소 음악 코딩 음악 코딩 플리 작업 음악 질주본능 간지 힙합 쇠질
NtT0sFA6IWw,Music,HipHop,"?????????????????? 첫 곡부터 미쳤다…?? 비트 듣자마자 리듬타는 힙합, 외힙 플리 | HipHop x Trap Mix","#힙합 #클럽음악 #운동플리 #노동요 #외힙 #HATRPLAY  
-  
첫 곡부터 미쳤다…??  
비트 듣자마자 고개가 멋대로 까딱
첫 곡부터 마지막까지 버릴게 없는 플레이리스트
-  
트랩 감성에 외힙 무드까지 완벽하게 섞인 플리
그냥 전곡 리플레이각??  
-  
HA:TRPLAY가 전하는 ""한 번 틀면 끝까지 넘기지 못할, 전 트랙 레전드급 라인업""
-  
좋아요와 구독은, 다음 노래로 이어지는 당신의 리플레이 버튼입니다.  
?? Subscribe & Like ? HA:TRPLAY에서 당신의 에너지를 플레이하세요.  
-
-
__________________
?? ????????????????
00:00  Sit Tight
02:54  Hit That Beat
05:28  Make It Lit
08:23  Ain’t It Sick
10:53  Not Prove
13:36  Talk My Shit
16:24  24 to 24
19:25  Get That Grip
22:04  Fail Better
25:14  Too Real
27:59  So Easy
30:24  Flip That Switch
33:06  One More Fail
35:57  반복
-
-
?? All tracks created by @HA:TRPLY, made real with the power of AI.
?? Copyright HA:TRPLY. All rights reserved.
-
-
#감성힙합 #힙합플리 #트랩믹스 #클럽노래 #헬스노래 #운동플리 #노동요 #외힙플리 #비트 #리듬타는노래 #운동할때듣는노래 #클럽플리 #불금노래 #드라이브플리 #트랩 #힙합추천 #트랩힙합 #신나는노래 #집중력상승 #에너지충전 #매장bgm #hiphop #trap",감성힙합|힙합플리|트랩믹스|클럽노래|헬스노래|운동플리|노동요|외힙플리|비트|운동할때듣는노래|클럽플리|불금노래|드라이브플리|트랩|힙합추천|트랩힙합|신나는노래|집중력상승|에너지충전|매장bgm|hiphop|trap,10,2025-11-07T09:44:09Z,PT2H23M52S,35519,322,31,8632,감성힙합 힙합플리 트랩믹스 클럽노래 헬스노래 운동플리 노동요 외힙플리 비트 운동할때듣는노래 클럽플리 불금노래 드라이브플리 트랩 힙합추천 트랩힙합 신나는노래 집중력상승 에너지충전 매장bgm hiphop trap
GgxPzOhHPOw,Music,HipHop,Fleeky Bang - MY NAME IS (Feat. Tray B) [The Predator 2: FLEEKY SYNDROME]ㅣLyrics/가사,"? 본 영상은 가사 자막 영상입니다, 수익 창출은 되지 않습니다.
? 광고 재생시 광고에 대한 수익은 저작권자에게 돌아갑니다

? #Fleeky_Bang, #MY_NAME_IS, #Tray_B, #The_Predator_2_FLEEKY_SYNDROME
Fleeky Bang - MY NAME IS (Feat. Tray B) [The Predator 2: FLEEKY SYNDROME]ㅣLyrics/가사

? 멜론
- https://www.melon.com/album/detail.htm?albumId=11398008

? 정보
[The Predator 2: FLEEKY SYNDROME]

THE HUNTING SEASON HAS BEGUN.

[Credit]
03. MY NAME IS (Feat. Tray B)
Lyrics by Fleeky Bang, Tray B
Composed by Fleeky Bang, $IG $AUER, AceSoulja
Arranged by $IG $AUER

Album Co-Produced by JEON BYUNGSOO
All Songs Mixed by IFT MIX, Fleeky Bang
All Songs Mastered by 박경선 @ Boost Knob
Artwork Designed by Rowdee",#노래모음|#가사자막|#가사|#가사영상|#노래자막|#hiphop|#힙합|#랩|#알파가사자막|#알파가사|#Fleeky_Bang|#MY_NAME_IS|#Tray_B|#The_Predator_2_FLEEKY_SYNDROME|Fleeky Bang - MY NAME IS (Feat. Tray B) [The Predator 2: FLEEKY SYNDROME]|Fleeky Bang - MY NAME IS,10,2024-01-12T13:48:08Z,PT2M23S,1251614,7214,185,143,#노래모음 #가사자막 #가사 #가사영상 #노래자막 #hiphop #힙합 #랩 #알파가사자막 #알파가사 #Fleeky_Bang #MY_NAME_IS #Tray_B #The_Predator_2_FLEEKY_SYNDROME Fleeky Bang - MY NAME IS (Feat. Tray B) [The Predator 2: FLEEKY SYNDROME] Fleeky Bang - MY NAME IS
oBi6ZAd-0f0,Music,HipHop,"노아주다 - 힙합보단 사랑, 사랑보단 돈 + 돈 말고 너 | [TEXTED] noahjooda | 가사(Lyrics) | df 디에프","More df...
Youtube: https://www.youtube.com/@df_dingo 
Instagram: https://www.instagram.com/df.dingo
Facebook: https://www.facebook.com/df.dingo
TikTok: https://www.tiktok.com/@df_dingo
Dingo Official Fan Community: https://withdingo.com 

Contact: 
df@makeus.com",dingofreestyle|dingo|딩고|딩고프리스타일|딩프|DF|킬링벌스,10,2025-12-21T09:01:14Z,PT3M48S,366578,5997,641,228,dingofreestyle dingo 딩고 딩고프리스타일 딩프 DF 킬링벌스
mQKlwsJfsEc,Music,HipHop,???????????????? 도입부 시작 3초안에 ?? Feel 안오면 넘기는 도입부장인 외힙 모음 | Best Hip-Hop Mix [48곡],"?? ??Instagram : http://instagram.com/y.oungj
?? ??business ,Contact : dkfo7869@naver.com
?? 음원 제목은 댓글 상단고정 [자세히보기] 클릭을 통하여 확인 하실 수 있습니다 
(You can check the title of the song by clicking on the top of the comments)

?? 멜론(??????????) 에서 듣기 
 ""터닝포인트뮤직""  http://kko.to/8Pav35ID0

?? 스포티파이(??????????????) 에서 듣기 
""터닝포인트뮤직""  http://url.kr/es6zh4


영상으로 발생하는 수익을 창출하지 않습니다.
영상의 광고 수익은 저작권자에게 지급됩니다.
(It does not generate revenue generated by video.
The advertising revenue of the video is paid to the copyright holder.)

#외국힙합 #외힙 #빡샌힙합 #Kendrick Lamar",상쾌한팝송|도입부부터좋은팝송|음색좋은팝송|띵곡팝송|팝송추천|저녁에듣기좋은팝송|드라이브할때듣기좋은팝송|드라이브팝송|드라이브음악|파티음악|파티팝송|국내음악|국내힙합|알앤비팝송|그루브알앤비|알앤비|감성국힙|외힙|캐롤|캐럴|popsong|pop|hippop|jazz|playlist|musicplaylist|music|summerpop|bestpopsong|justinbieber|musicvideo|마음이편안해지는음악|빡샌힙합|헬스할때듣는힙합|헬스음악|운동음악|hiphop|clubmix|클럽음악|클럽믹스|매장음악|힙합클럽|Kendrick Lamar,10,2025-03-04T04:59:02Z,PT1H57M9S,1126259,10447,125,7029,상쾌한팝송 도입부부터좋은팝송 음색좋은팝송 띵곡팝송 팝송추천 저녁에듣기좋은팝송 드라이브할때듣기좋은팝송 드라이브팝송 드라이브음악 파티음악 파티팝송 국내음악 국내힙합 알앤비팝송 그루브알앤비 알앤비 감성국힙 외힙 캐롤 캐럴 popsong pop hippop jazz playlist musicplaylist music summerpop bestpopsong justinbieber musicvideo 마음이편안해지는음악 빡샌힙합 헬스할때듣는힙합 헬스음악 운동음악 hiphop clubmix 클럽음악 클럽믹스 매장음악 힙합클럽 Kendrick Lamar
eQXibPTJemM,Music,HipHop,????????????????  와 방금 그 노래 뭐예요? 손님들이 자꾸 물어보는 포근한 그루브 감성힙합 카페플리??????,"???????????? ?????? ?????????? ????????????

??Track
00:00:00 Hand in Hand with You
00:03:15 Golden Moments
00:06:07 When Light Breaks
00:09:55 Basking in the Glow
00:13:33 Bright Like Sunrise, You and I Together
00:16:53 Embrace the Glow, Let the Light Fill You
00:20:38 Bursting with Light, Together We Rise
00:23:52 Alive with Possibilities
00:26:58 We Begin to Shine
00:30:37 Awaken to the Day
00:34:04 Living the Dream
00:37:12 Glowing with Every Step
00:41:13 Under the Light of Hope
00:44:53 Living the Dream of
00:47:56 Our Journey Begins
00:50:56 We Write Our Future
00:54:26 Every Step We Take
00:58:26 A Glow, Every Breath, A New Beginning
01:02:03 With Every Ray of Light, We Find Ourselves
01:05:25 And So Are We
01:08:28 What’s to Come
01:12:01 At the Break of Day
01:15:30 Wrapped in the Glow of You
01:18:38 Repeat

??????????
여유로운 리듬과 그루브가 어우러지는 감성힙합 플레이리스트입니다. 
이 플리와 함께 따뜻한 시간 보내시기 바랍니다,,????3????

A soulful hip-hop playlist where relaxed rhythms and grooves come together. I hope you have a warm and peaceful time with this playlist",카페음악|잔잔한팝송|분위기있는음악|감성팝송|플레이리스트|플리|잔잔한 팝송|분위기 있는 음악|감성 팝송|힐링 음악|감성 음악|공부할 때 듣기 좋은 음악|작업할 때 듣기 좋은 음악|편안한 음악|밤에 듣기 좋은 음악|브런치 음악|포근한 음악|어쿠스틱 팝|로맨틱 팝송|여유로운 음악|잔잔한 배경음악|힐링 팝송|Cafe music|calm pop songs|atmospheric music|emotional pop songs|playlist|healing music|relaxing music|study music|work-friendly music|soothing music|romantic pop songs|chill vibes|mellow background music|감성힙합|감성힙합플리|감성힙합플레이리스트|R&B감성힙합|감성힙합모음|힙한카페플리|힙한카페플레이리스트|재즈팝송|재즈팝,10,2025-01-12T09:07:00Z,PT4H1M10S,2447542,21328,311,14470,카페음악 잔잔한팝송 분위기있는음악 감성팝송 플레이리스트 플리 잔잔한 팝송 분위기 있는 음악 감성 팝송 힐링 음악 감성 음악 공부할 때 듣기 좋은 음악 작업할 때 듣기 좋은 음악 편안한 음악 밤에 듣기 좋은 음악 브런치 음악 포근한 음악 어쿠스틱 팝 로맨틱 팝송 여유로운 음악 잔잔한 배경음악 힐링 팝송 Cafe music calm pop songs atmospheric music emotional pop songs playlist healing music relaxing music study music work-friendly music soothing music romantic pop songs chill vibes mellow background music 감성힙합 감성힙합플리 감성힙합플레이리스트 R&B감성힙합 감성힙합모음 힙한카페플리 힙한카페플레이리스트 재즈팝송 재즈팝
ghPbrYq1Ebo,Music,HipHop,???????????????? ? 아니 잠깐만 모여봐 | 신나게 빡센 국힙,"인스타그램 : https://www.instagram.com/jin__see

♥ 좋아요와 구독, 댓글 사랑합니다♥
? 타임라인은 고정 댓글에 있습니다.

? 문의 이메일 : wlsthf002@naver.com 

-----------------

남,여 공용 액세서리 [전 상품 3+1 이벤트 진행 중]

공식 홈페이지 : https://jinsee.kr
스마트스토어 : https://smartstore.naver.com/jinsee

#playlist #노래추천 #플리 #플레이리스트 #국내힙합 

-----------------

00:00 Nosun (노선) - Three Piece
02:08 HAON (김하온) - W
04:02 Fleeky Bang (플리키뱅) - 불 (火) (Feat. CHANGMO)
06:34 untell (언텔) - I AM (Feat. PALOALTO)
09:30 ZENE THE ZILLA (제네더질라) - 1500 (Feat. Double Down)
13:03 보이비 & 개코 - PEP (Feat. 정상수)
16:12 SC4F (스카프) & MADII - 될 놈 (Feat. Dbo)
18:32 GRAY (그레이) X LOCO (로코) - Paper
20:47 Suen (수엔) - My Prada (Feat. 식케이)
24:14 Dbo (디보) - I Could Do Dead (Feat. JUSTHIS)
27:22 Fleeky Bang (플리키뱅) - Ah Shit (Feat. 김하온)
29:21 김기표 - DOA (Feat. Rohann, KOONTA)
32:36 OSUN (권오선) - WICKED
34:06 Khundi Panda (쿤디판다) & STXXCH - WABANGA
37:27 CHIO CHICANO (치오치카노) - KITTY D*CK
40:17 Lil Moshpit (릴모쉬핏) X Jay Park (박재범) - GOAT
42:46 Fleeky Bang (플리키뱅) - AKUMA
44:28 Nosun (노선) & ZENE THE ZILLA (제네더질라) - whodafuq
46:49 Chaboom (차붐) - 안산 느와르
51:00 Royal 44 (로얄44) - 20/22
54:02 Yung Blesh (영블레시) - Last Letter
56:32 ZENE THE ZILLA (제네더질라) - Talk Less
59:26 SC4F (스카프) & MADII - Sun Down
01:02:11 Marv (마브) - Td up (with. Owen)
01:04:50 MilliMax (밀리맥스) - ICY
01:07:26 샤이보이토비 & JP & 포기앳더바텀 & 루피 & 노선 & 제이통 & 칸 & 오선 - LAST MOVE",플리|플레이리스트|국힙,10,2026-01-31T03:00:49Z,PT1H15M2S,20456,247,30,4502,플리 플레이리스트 국힙
KbhLsaBCdps,Music,HipHop,???????????????? 금요일 퇴근 10분 전?? 외힙 플리??| 노동요 힙합 music,"마지막 10분, 이미 내 머릿속은 퇴근중~
상사는 모르겠고, 난 이미 엘베를 탔지?
노동요 아닌 퇴근요로 마무리하자?Let’s clock out in style ??

?? 댓글
? 고생했으니까 ~ 한잔해~??


?? 아래 트랙 정보를 참고해,
      마음에 드는 곡은 반복 재생도 살짝 추천드려요 :)

?? 이 플레이리스트에 담긴 모든음악은 moodspacepalette가 
      직접 작곡하고, 사운드 디자인한 오리지널 트랙입니다.

??Album track list??

1. Snapline 0:00
2. Zoned 2:26
3. Midday Run 5:30
4. Like This 7:38
5. Unlike Them 11:28
6. Wide Awake 14:32
7. Digits 17:15
8. Visor 20:46
9. Callsign 24:12
10. Cutline 27:26
11. Ledger 30:37
12. Quadshift 31:47
13. Gridwalk 36:15
14. No Drift 39:50
15. What You Say 42:01
16. Rollcall 44:31
17. Bodega 48:14
18. Ledgerweight 50:30
19. Shine 53:01
20. Dropcode 56:38


??   ??   ??   ??   ??   ??   -
??I give you the right mood for your space??
 음악이 스며들기 전과, 그 후의 공간을 나란히 담았습니다.
무드는 공간을 바꾸고, 음악은 무드를 디자인합니다.
?? 오늘도 같은 자리, 같은 햇살인데
?? 플레이리스트만 살짝 바꿨을 뿐인데
?? 하루가 다르게 흘러가더라고요.

?? 그 기분, 매주 보내드릴게요.
?? 이번 노래가 맘에 들었다면?? 구독도 살짝 눌러주세요.??

#국힙 #외힙 #플레이리스트
#한국힙합 #힙합플리 #외힙플리  #감성힙합 #트렌디음악 #카페힙합 #밤산책플리 #드라이브음악 #공부할때듣기좋은노래 #가을플리 #SeoulHipHop #KHipHop #MoodSpacePalette #플리 #플레이리스트 #매장음악#런닝",playlist|플레이리스트|cafemusic|노동요|도입부|노래|집중|일할때|듣기좋은|하루종일|감성|매장|매장음악|선곡맛집|선곡|좋은|주말|음악|힙한|R&B|pop|분위기|느좋|chill|스타벅스|비올때|나른한,10,2025-11-14T09:00:39Z,PT1H57M9S,52344,513,28,7029,playlist 플레이리스트 cafemusic 노동요 도입부 노래 집중 일할때 듣기좋은 하루종일 감성 매장 매장음악 선곡맛집 선곡 좋은 주말 음악 힙한 R&B pop 분위기 느좋 chill 스타벅스 비올때 나른한
esaipwXO3vI,Music,HipHop,"빌보드 1위, 판정승의 그 디스곡 : Kendrick Lamar - Not Like Us [가사/해석/번역]","♬ Kendrick Lamar (켄드릭 라마) - Not Like Us
발매일: 2024년 5월 4일

#켄드릭라마 #드레이크 #notlikeus 

어느덧 나온지 두 달이 넘어버렸네요. 여러분 모두 드레이크와 켄드릭라마의 디스 전쟁을 아시는지요.. ㅎ 보면서 느꼈던게, 몇 시간만에 곡을 뚝딱 만들어내는게 얘네 다른 건 둘째치고 대단하긴 하다,, 싶었거든요 ㅎ 그 중에서도 단연히 켄드릭의 'Not Like Us'는 지금 거의 신드롬급의 인기를 얻고 있구요. 빌보드 1위도 이미 했지만 이번에 뮤직비디오가 공개되었는데요. 그래서 다시 한번 또 1위가 가능하단 예측이 나오네요! 뭐.. 싸움이 어떻게 지금 끝나가는지 혹은 진행중인건진 모르겠고.. 사실 힙합 쪽은 잘 몰라서.. 그래도 지켜보는 리스너1의 입장에선 도파민 폭발.. 팝콘 뜯기 좋네요.
==========
// 본 채널은 수익을 창출하지 않습니다.
구독과 좋아요는 큰 힘이 됩니다 :)",켄드릭라마 not like us|not like us 가사 해석|not like us 가사|켄드릭라마 드레이크|켄드릭라마 디스곡|kendrick lamar not like us 가사,10,2024-07-07T14:39:28Z,PT5M7S,3728037,29348,1058,307,켄드릭라마 not like us not like us 가사 해석 not like us 가사 켄드릭라마 드레이크 켄드릭라마 디스곡 kendrick lamar not like us 가사
